paper_id,title,first_author,year,venue,doi,q1_clear_problem,q2_sensor_config,q3_quant_results,q4_baseline_comparison,q5_hardware_validation,q6_statistical_rigor,q7_doi_reproducibility,q8_reporting_depth,total_score,quality_tier
REC_1395,Fast Monocular Visual-Inertial Odometry With Point-Line Features and Vanishing Point Constraints,Sun J.,2025,,10.1109/LSENS.2025.3565321,1,0,1,0,0,0,1,1,4,Medium
REC_1396,A study on cooperative navigation algorithms for UAV formations based on array signal detection,Wang J.,2025,,10.1088/1361-6501/addc05,1,0,1,0,0,0,1,1,4,Medium
REC_1397,Bio-inspired monocular drone SLAM,Catal O.,2022,,10.1145/3522784.3522788,1,1,0,0,1,0,1,1,5,Medium
REC_1398,Autonomous lighting audits: Part 1 - Building navigation and mapping,Bay C.J.,2014,,10.1115/dscc2014-6125,1,1,1,1,0,0,1,1,6,High
REC_1399,Adaptive Texture-Aware Pixel Selection for Robust Direct Visual Odometry in UAV Navigation,Gaia J.,2026,,10.1109/ICUAS69441.2026.11598726,1,1,1,0,1,1,1,1,7,High
REC_1400,Indoor SLAM for micro aerial vehicles using visual and laser sensor fusion,López E.,2016,,10.1007/978-3-319-27146-0_41,1,1,0,0,1,0,1,1,5,Medium
REC_1401,TSFNet: A Two-Stage Fusion Network for Visual–Inertial Odometry,Wang S.,2025,,10.3390/math13233842,1,1,1,1,1,1,1,1,8,High
REC_1402,Oxpecker: A Tethered UAV for Inspection of Stone-Mine Pillars,"Martinez Rocamora B., Jr.",2023,,10.3390/drones7020073,1,1,0,1,1,0,1,1,6,High
REC_1403,Simless GSM positioning for navigation in GPS-denied environments,Soldado Serrano I.,2018,,10.1108/AEAT-01-2017-0029,1,0,0,0,0,0,1,1,3,Low
REC_1404,Autonomous Navigation of Unmanned Aircraft Using Space Target LOS Measurements and QLEKF,Xiong K.,2022,,10.3390/s22186992,1,1,1,0,0,0,1,1,5,Medium
REC_1405,Angle Robustness Unmanned Aerial Vehicle Navigation in GNSS-Denied Scenarios,Wang Y.,2024,,10.1609/aaai.v38i9.28906,1,1,1,1,1,0,1,1,7,High
REC_1406,UniPilot: Enabling GPS-Denied Autonomy Across Embodiments,Kulkarni M.,2025,,10.1109/ICAR65334.2025.11338632,1,1,0,0,1,1,1,1,6,High
REC_1408,SLAM navigation algorithm for lightweight UAV based on vision-reference coupling,Zhang J.,2025,,10.1007/s11370-025-00641-x,1,1,1,1,1,0,1,1,7,High
REC_1409,Invariant observer design of a RGB-D aided inertial system for MAV in GPS-denied environments,Li D.,2013,,10.1109/SMC.2013.443,1,1,1,0,1,0,1,1,6,High
REC_1410,Train of Autonomous Aerial Vehicles for Subterranean Exploration with SLAM Capabilities,Blanchard N.,2025,,10.2514/6.2025-2067,1,1,1,0,1,0,1,1,6,High
REC_1411,Detecting and Localizing Objects on an Unmanned Aerial System (UAS) Integrated with a Mobile Device,Kim J.,2021,,10.1109/ICUAS51884.2021.9476850,1,0,0,0,0,0,1,1,3,Low
REC_1412,Collision Avoidance for a Hexacopter Using Deep Learning and IMU in a GPS-Denied Environment,Kim J.,2026,,10.1007/s12555-026-00052-3,1,1,1,1,0,1,1,1,7,High
REC_1413,GeoRVLF: A Robust Drone-Satellite Visual Geo-Localization Framework for Small Unmanned Aerial Vehicle Platforms,Zhang Z.,2025,,10.1109/LRA.2025.3572821,1,0,1,0,1,0,1,1,5,Medium
REC_1414,RAIL: Robust Acoustic Indoor Localization for Drones,Famili A.,2022,,10.1109/VTC2022-Spring54318.2022.9860933,1,1,1,0,0,0,1,1,5,Medium
REC_1415,Review of vision-based reinforcement learning for drone navigation: Review of vision-based reinforcement learning..: A. Aburaya et al.,Aburaya A.,2024,,10.1007/s41315-024-00356-9,1,1,0,1,1,0,1,1,6,High
REC_1416,Convergence analysis of state estimation for UAV formation under GPS-denied environments,Ding Y.,2025,,10.1002/oca.3159,1,1,1,0,0,1,1,1,6,High
REC_1417,Cellular Communication-Based Autonomous UAV Navigation with Obstacle Avoidance for Unknown Indoor Environments,Choi Y.J.,2021,,10.22266/ijies2021.0430.31,1,1,1,1,1,0,1,1,7,High
REC_1418,Real-time parallel-serial LiDAR-based localization algorithm with centimeter accuracy for GPS-denied environments,Niedzwiedzki J.,2020,,10.3390/s20247123,1,1,1,1,1,0,1,1,7,High
REC_1419,Vision/INS/Altimeter-Based Navigation and Control for Autonomous Drones in Indoor Environments,Suzuki S.,2025,,10.20965/jrm.2025.p0815,1,1,1,0,1,0,1,1,6,High
REC_1420,SLAM technology in unmanned aerial vehicle,Huang H.,2024,,10.1063/5.0215082,1,1,0,0,1,0,1,1,5,Medium
REC_1421,Efficient Three Dimensional Formation Control for Unmanned Aerial Vehicles in GPS-Denied Environments,Selje R.,2021,,10.23919/ACC50511.2021.9483176,1,1,1,1,0,0,1,1,6,High
REC_1422,Improved UKF-SLAM with Lie Group Operation and Robust Feature Tracking for Motion Vehicles,Huang X.,2021,,10.1088/1742-6596/2095/1/012036,1,1,1,0,1,0,1,1,6,High
REC_1423,A robust real-time vision based GPS-denied navigation system of UAV,Yang L.,2016,,10.1109/CYBER.2016.7574843,1,1,0,0,1,0,1,1,5,Medium
REC_1424,An Adaptive GNSS/Visual Integrated Navigation System for Low-altitude UAV under Signal Challenging Environments,Di Y.,2025,,10.6125/JoAAA.202510_57(8).05,1,1,1,0,1,0,1,1,6,High
REC_1425,Monocular vision and IMU based navigation for a small unmanned helicopter,Wang C.,2012,,10.1109/ICIEA.2012.6360998,1,1,0,0,1,0,1,1,5,Medium
REC_1426,Enhanced adaptability of UWB/INS for unmanned surface vehicles in GPS-denied environments: Ranging error identification and compensation,Yan X.,2026,,10.1016/j.oceaneng.2025.123695,1,1,1,0,1,0,1,1,6,High
REC_1427,Cooperative navigation using pairwise communication with ranging and magnetic anomaly measurements,Yang C.,2020,,10.2514/1.I010785,1,1,1,0,0,0,1,1,5,Medium
REC_1428,Sensor Fusion Using LiDAR and Visual Sensor for SLAM Indoor Navigation,Messbah H.,2025,,10.1007/978-981-97-9975-6_32,1,1,0,1,0,0,1,1,5,Medium
REC_1429,Modelling and Simulation of Fast Autonomous Exploration and Mapping System for GPS Denied Unknown Environment Using ROS,Umakarthikeyan S.,2022,,10.1109/ICRAIE56454.2022.10054265,1,1,0,0,0,0,1,1,4,Medium
REC_1430,Self-Localization of Anonymous UGVs Using Deep Learning from Periodic Aerial Images for a GPS-Denied Environment,Poulet O.,2024,,10.3390/robotics13100148,1,1,1,1,1,0,1,1,7,High
REC_1431,Advancing Autonomous UAV Target Localization in GPS-Denied Environments,Dawne A.,2023,,10.1109/CoDIT58514.2023.10284425,1,0,0,1,1,0,1,1,5,Medium
REC_1432,GNSS/INS/VO fusion using Gated Recurrent Unit in GNSS denied environments,Negru S.A.,2023,,10.2514/6.2023-2226,1,1,1,0,1,0,1,1,6,High
REC_1433,UAV autonomous localization using macro-features matching with a CAD model,Haque A.,2020,,10.3390/s20030743,1,1,1,1,1,0,1,1,7,High
REC_1434,"Design, Localization, Perception, and Control for GPS-Denied Autonomous Aerial Grasping and Harvesting",Kumar A.,2024,,10.1109/LRA.2024.3366015,1,0,0,0,1,0,1,1,4,Medium
REC_1435,UAV-Assisted Collaborative Positioning in GNSS-Denied Environments,Masiero A.,2026,,10.5194/isprs-archives-XLIX-B1-2026-41-2026,1,1,1,0,0,0,1,1,5,Medium
REC_1436,Real-Time Geo-Localization for Land Vehicles Using LIV-SLAM and Referenced Satellite Imagery,Yao Y.,2025,,10.3390/app15158257,1,1,1,1,0,0,1,1,6,High
REC_1437,Absolute Visual Localization for Aerial Vehicles Based on Deep Learning Image Matching,Yang Y.,2025,,10.1145/3722405.3722421,1,0,1,1,1,1,1,1,7,High
REC_1438,3D motion planning for UAVs in GPS-denied unknown forest environment,Liao F.,2016,,10.1109/IVS.2016.7535393,1,1,0,0,0,0,1,1,4,Medium
REC_1439,3D map and mmWave radar-based self-localization for UAVs in GNSS-denied environments,Cui Y.,2026,,10.1016/j.vehcom.2025.100986,1,1,1,0,1,0,1,1,6,High
REC_1440,A Review of Navigation Algorithms for Unmanned Aerial Vehicles Based on Computer Vision Systems,Ali B.,2022,,10.1134/S2075108722040022,1,1,1,0,0,0,1,1,5,Medium
REC_1441,A semantic vector map-based approach for aircraft positioning in GNSS/GPS denied large-scale environment,Ouyang C.,2024,,10.1016/j.dt.2023.07.006,1,1,1,0,1,0,1,1,6,High
REC_1442,GPS Denied Localization and Magnetometer-Free Yaw Estimation for Multi-rotor UAVs,Balaji N.,2020,,10.1109/ICUAS48674.2020.9213895,1,0,1,1,1,1,1,1,7,High
REC_1443,Study on angle-only relative navigation for unmanned aerial vehicle formation in GPS-denied environment,Zheng Z.,2023,,10.1177/09544100221149235,1,1,1,0,0,1,1,1,6,High
REC_1444,Master Mix Localization Algorithm for Autonomous Systems in Indoor Environments,Ezzouine Z.,2026,,10.3390/e28080903,1,1,1,0,1,1,1,1,7,High
REC_1445,Multi-Source Data Integration for Navigation in GPS-Denied Autonomous Driving Environments,Bhat S.,2024,,10.37391/ijeer.120317,1,0,0,0,1,0,1,1,4,Medium
REC_1446,Development of UAV Localization and Navigation Techniques for Warehouse Inventory Inspection,Li Y.-H.,2023,,10.1109/ICIT58465.2023.10143122,1,1,0,0,1,0,1,1,5,Medium
REC_1447,AN ACOUSTIC BASED LOCAL POSITIONING SYSTEM FOR DYNAMIC UAV IN GPS-DENIED ENVIRONMENTS,Tsay L.W.J.,2023,,10.13031/aea.15397,1,0,1,0,0,1,1,1,5,Medium
REC_1448,The usefulness of sensor fusion for unmanned aerial vehicle indoor positioning,Guo H.,2024,,10.1108/IJIUS-01-2023-0006,1,1,1,1,1,0,1,1,7,High
REC_1449,Real-time multiple damage mapping using autonomous UAV and deep faster region-based neural networks for GPS-denied structures,Ali R.,2021,,10.1016/j.autcon.2021.103831,1,0,1,0,1,1,1,1,6,High
REC_1450,Evaluation of LiDAR Inertial Odometry method with 3D LiDAR-based Sensor Pack,Ogunniyi S.,2021,,10.1109/RAPDASA-RobMech-PRAS53819.2021.9829077,1,1,1,0,0,1,1,1,6,High
REC_1451,Vision Model-Based Real-Time Localization of Unmanned Aerial Vehicle for Autonomous Structure Inspection under GPS-Denied Environment,Shang Z.,2019,,10.1061/9780784482445.037,1,1,0,1,1,0,1,1,6,High
REC_1452,Monocular Vision-Based Navigation for UAVs in Dynamic Environments,Perumalla A.,2026,,10.2514/6.2026-1960,1,1,0,0,0,0,1,1,4,Medium
REC_1453,A Graph-Optimization-Based tightly coupled Multi-Source positioning method for UAVs in GNSS-Denied environments,Lu J.,2026,,10.1016/j.measurement.2026.121787,1,1,1,0,1,0,1,1,6,High
REC_1454,Adaptive UAV Visual Localisation Based on Improved Gradient-Damping Newton Method,Zhou X.,2026,,10.3390/electronics15101974,1,1,1,1,1,1,1,1,8,High
REC_1455,Cross-Modal Images Matching Based Enhancement to MEMS INS for UAV Navigation in GNSS Denied Environments,Han S.,2023,,10.3390/app13148238,1,0,1,0,1,0,1,1,5,Medium
REC_1456,ANROLA: Autonomous Navigation with ROS and Laser Odometry,Singh A.V.,2023,,10.1109/COMSNETS56262.2023.10041368,1,1,1,0,1,1,1,1,7,High
REC_1458,LSVL: Large-scale season-invariant visual localization for UAVs,Kinnari J.,2023,,10.1016/j.robot.2023.104497,1,1,1,0,1,0,1,1,6,High
REC_1459,Automatic UAV Inspection of Tunnel Infrastructure in GPS-Denied Underground Environment,Zhang R.,2023,,10.1007/978-3-031-07258-1_53,1,0,1,0,1,0,1,1,5,Medium
REC_1460,GLO-SLAM: a slam system optimally combining GPS and LiDAR odometry,Lin R.,2021,,10.1108/IR-12-2020-0272,1,1,1,1,0,1,1,1,7,High
REC_1461,Indoor GPS-denied context based SLAM aided guidance for autonomous unmanned aerial systems,Bershadsky D.,2013,,10.2514/6.2013-4989,1,1,0,1,1,0,1,1,6,High
REC_1462,CBF-Based Collision Avoidance Approach of the Mine Inspection UAV in the Narrow GNSS-Denied Environments,Yang J.,2025,,10.1109/CCDC65474.2025.11090999,1,1,0,0,0,0,1,1,4,Medium
REC_1463,Decentralised Multi-UAV Cooperative Searching Multi-Target in Cluttered and GPS-Denied Environments,Zhu X.,2022,,10.1109/AERO53065.2022.9843665,1,1,0,0,0,0,1,1,4,Medium
REC_1464,Vision based Autonomous QuadCopter Navigation through Narrow Gaps using Visual Servoing and Monocular SLAM,Bera T.,2019,,10.1109/ICC47138.2019.9123153,1,1,0,0,1,0,1,1,5,Medium
REC_1465,Computer vision based general object following for GPS-denied multirotor unmanned vehicles,Pestana J.,2014,,10.1109/ACC.2014.6858831,1,1,0,0,1,0,1,1,5,Medium
REC_1466,PILOT: High-Precision Indoor Localization for Autonomous Drones,Famili A.,2023,,10.1109/TVT.2022.3229628,1,1,1,0,1,0,1,1,6,High
REC_1467,Tightly-Coupled EKF-Based Radar-Inertial Odometry,Michalczyk J.,2022,,10.1109/IROS47612.2022.9981396,1,1,1,1,0,0,1,1,6,High
REC_1468,Design and Implementation of a Low-Cost Local Beacon System for GNSS-Denied Environments,Asgari A.,2023,,10.2514/6.2023-2621,1,0,0,0,0,0,1,1,3,Low
REC_1469,A Study on a High-Precision 3D Position Estimation Technique Using Only an IMU in a GNSS Shadow Zone,Ding Y.,2025,,10.3390/s25237133,1,1,1,0,0,0,1,1,5,Medium
REC_1470,A Coarse-to-Fine Localization Algorithm for UAVs Based on Heterogeneous Image Matching,Liu H.,2026,,10.1109/TAES.2025.3620765,1,0,1,0,1,1,1,1,6,High
REC_1471,Point Cloud Map-Constrained LiDAR/Inertial Fusion Localization in GNSS Denied Environments,Wang X.,2026,,10.1109/ICETIS70504.2026.11633487,1,1,1,1,1,0,1,1,7,High
REC_1472,Demonstration of UAV-Based GPS jammer localization during a live interference exercise,Perkins A.,2016,,10.33012/2016.14661,1,0,0,0,1,0,1,1,4,Medium
REC_1473,Deep Learning-Based Vehicle Speed Estimation Using Smartphone Sensors in GNSS-Denied Environment,Shin B.,2025,,10.3390/app15168824,1,0,1,0,1,1,1,1,6,High
REC_1474,Robust UAV-Satellite Imagery Alignment via Cross-Domain Descriptor Learning and Homography Optimization,Xiao Y.,2026,,10.1109/TGRS.2026.3689254,1,1,0,1,1,0,1,1,6,High
REC_1475,LiDAR-Aided Relative and Absolute Localization for Automated UAV-based Inspection of Aircraft Fuselages,Pugliese R.,2021,,10.1109/MFI52462.2021.9591172,1,1,1,1,1,0,1,1,7,High
REC_1476,Comparative study of indoor navigation systems for autonomous flight,Ayaz M.,2018,,10.12928/TELKOMNIKA.v16i1.6814,1,0,0,1,1,0,1,1,5,Medium
REC_1477,UAVD4L: A Large-Scale Dataset for UAV 6-DoF Localization,Wu R.,2024,,10.1109/3DV62453.2024.00156,1,0,0,1,1,0,1,1,5,Medium
REC_1478,Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Sales A.,2023,,10.1109/LARS/SBR/WRE59448.2023.10333019,1,1,0,0,1,0,1,1,5,Medium
REC_1479,Lidar SLAM-Aided Vehicular Navigation System for GNSS-Denied Environments,Abdelaziz N.,2023,,10.5194/isprs-annals-X-1-W1-2023-643-2023,1,1,1,1,0,0,1,1,6,High
REC_1480,Pose estimation for an autonomous vehicle using monocular vision,Kothari N.,2017,,10.1109/INDIANCC.2017.7846512,1,1,0,0,0,0,1,1,4,Medium
REC_1481,OpenLiDARMap: Zero-Drift Point Cloud Mapping Using Map Priors,Kulmer D.,2025,,10.5220/0013405400003941,1,1,1,1,0,0,1,1,6,High
REC_1482,Vision-based Autonomous Landing of UAV on Dynamic Apron,Yue P.,2023,,10.1109/ICUS58632.2023.10318423,1,1,0,0,1,0,1,1,5,Medium
REC_1483,Optimal motion planning in gps-denied environments using nonlinear model predictive horizon,Al Younes Y.,2021,,10.3390/s21165547,1,1,0,0,1,0,1,1,5,Medium
REC_1484,Preserving Relative Localization of FoV-Limited Drone Swarm via Active Mutual Observation,Guo L.,2024,,10.1109/IROS58592.2024.10801634,1,1,1,0,1,0,1,1,6,High
REC_1485,Ultra-wideband Based Robot Swarm Coordinate Rapid Initialization in GNSS-Denied and Motion-Constrained Environments,Xiang J.,2025,,10.1007/978-981-96-2268-9_39,1,1,0,0,0,0,1,1,4,Medium
REC_1486,Scene Matching in GPS Denied Environments: A Comparison of Methods for Orthophoto Registration,Moreira E.M.,2019,,10.1109/ICMECH.2019.8722872,1,1,1,0,0,0,1,1,5,Medium
REC_1487,TileLoc: Sequential Visual Place Recognition of UAVs using Public Tile Maps,Heo D.,2026,,10.1109/LRA.2026.3715032,1,0,1,1,1,0,1,1,6,High
REC_1488,Distributed Relative Pose Estimation for Multi-UAV Systems Based on Inertial Navigation and Data Link Fusion,Li K.,2025,,10.3390/drones9060405,1,1,1,1,1,0,1,1,7,High
REC_1489,Omni Point Air: LiDAR and Point Cloud Map-Based Place Recognition and Pose Estimation for Advanced Air Mobility in GNSS-Denied Environments,Im J.-U.,2025,,10.1109/TIV.2024.3516791,1,1,1,1,0,1,1,1,7,High
REC_1490,Obtaining world coordinate information of uav in gnss denied environments,Chen C.,2020,,10.3390/s20082241,1,1,1,1,1,0,1,1,7,High
REC_1491,Deep convolutional neural network based autonomous drone navigation,Amer K.,2020,,10.1117/12.2587105,1,1,1,0,0,1,1,1,6,High
REC_1492,Sensitivity study of fiducial-aided navigation of Unmanned Aerial Vehicles,Strate A.J.,2022,,10.1177/09544100211067715,1,1,1,0,0,1,1,1,6,High
REC_1493,Real-time UAV autonomous localization based on smartphone sensors,Zhao B.,2018,,10.3390/s18124161,1,0,1,0,1,0,1,1,5,Medium
REC_1494,Design and Implementation of a Low Cost Mini Quadrotor for Vision Based Maneuvers in GPS Denied Environments,Liu C.,2016,,10.1142/S2301385016500059,1,1,0,0,0,0,1,1,4,Medium
REC_1495,Slam-Based Multi-Sensor Backpack Lidar Systems in Gnss-Denied Environments,Zhang D.,2019,,10.1109/IGARSS.2019.8898669,1,1,1,0,0,0,1,1,5,Medium
REC_1496,Autonomous State Estimation and Mapping in Unknown Environments with Onboard Stereo Camera for Micro Aerial Vehicles,Sun J.,2020,,10.1109/TII.2019.2958183,1,1,1,0,0,0,1,1,5,Medium
REC_1497,GPS-DENIED GEO-LOCALISATION USING VISUAL ODOMETRY,Gupta A.,2016,,10.5194/isprs-annals-III-3-263-2016,1,0,1,0,0,0,1,1,4,Medium
REC_1498,Wearable SLAM System in GPS-Denied Environments,Palustre F.,2025,,10.1109/CCWC62904.2025.10903870,1,1,1,0,1,0,1,1,6,High
REC_1499,INS/UWB Cooperative Navigation Based on Distance and Angle in Underground Space,Chen J.,2024,,10.1109/ICUS61736.2024.10839907,1,1,1,0,1,0,1,1,6,High
REC_1500,Approximating UAV and vision feature point correlations in a simplified SLAM problem,Lewis J.A.,2019,,10.1109/ICUAS.2019.8798219,1,1,1,0,0,1,1,1,6,High
REC_1501,Ultra-Wideband Localization and Deep-Learning-Based Plant Monitoring Using Micro Air Vehicles,Ching P.L.,2022,,10.2514/1.I011075,1,1,1,0,1,0,1,1,6,High
REC_1502,A UAV-based explore-then-exploit system for autonomous indoor facility inspection and scene reconstruction,Gao C.,2023,,10.1016/j.autcon.2023.104753,1,1,1,0,1,0,1,1,6,High
REC_1503,"WAVN: Wide Area Visual Navigation for Large-scale, GPS-denied Environments",Lyons D.M.,2023,,10.1109/ICRA48891.2023.10160511,1,1,0,1,0,0,1,1,5,Medium
REC_1504,Robust UAV Path Planning Using RSS in GPS-Denied and Dense Environments Based on Deep Reinforcement Learning,Kim K.,2025,,10.3390/electronics14193844,1,1,0,1,0,0,1,1,5,Medium
REC_1505,Autonomous routing and power management of drones in gps-denied environments through dijkstra algorithm,Mirzaeinia A.,2019,,10.2514/6.2019-4462,1,1,0,0,1,0,1,1,5,Medium
REC_1506,UAV Position Estimation Using a LiDAR-based 3D Object Detection Method,Olawoye U.,2023,,10.1109/PLANS53410.2023.10139979,1,1,0,1,0,0,1,1,5,Medium
REC_1507,Information of Opportunity-Aided VI-SLAM for Enhancing Accuracy in Perpetual GNSS-Denied Environments Without Loop Closure,Lang R.,2026,,10.1109/TIM.2026.3697041,1,1,1,0,1,0,1,1,6,High
REC_1508,Online Multi-Sensor Calibration Method for Unmanned Surface Vehicle Swarms in Complex and Contested Environments,Gao Z.,2026,,10.3390/drones10030161,1,1,1,1,0,1,1,1,7,High
REC_1509,Radar Based Autonomous Precision Takeoff and Landing System for VTOLs in GNSS Denied Environments,Doer C.,2020,,10.1109/ICUAS48674.2020.9213925,1,1,1,0,1,1,1,1,7,High
REC_1510,A SIMULTANEOUS PATH PLANNING AND POSITIONING BASED ON ARTIFICIAL DISTRIBUTION OF LANDMARKS IN A GNSS DENIED ENVIRONMENT,Elahian S.,2023,,10.3846/aviation.2023.18461,1,1,1,1,0,0,1,1,6,High
REC_1511,5G Based Vehicle Localization in GNSS Denied Environments and Its Improvement Utilizing SRCKF,Chen M.,2022,,10.6125/JoAAA.202212_54(4).06,1,1,1,1,0,0,1,1,6,High
REC_1512,Hierarchical Multi-Agent Navigation Through the 72-h Thermal Drift Cliff,Alrashed M.,2026,,10.3390/drones10080561,1,1,1,0,1,0,1,1,6,High
REC_1513,Performance evaluation of neural-network-based integration of vision and motion sensors for vehicular navigation,Ragab M.M.,2019,,10.1117/12.2521694,1,1,1,0,0,0,1,1,5,Medium
REC_1514,SLAM-based Pseudo-GNSS/INS localization system for indoor LiDAR mobile mapping systems,Shamseldin T.,2018,,10.1109/PLANS.2018.8373382,1,1,0,0,0,0,1,1,4,Medium
REC_1515,Geometric Optimization Based Visual Odometry for Low-Altitude Urban UAV Navigation,Lei H.,2026,,10.1007/978-981-95-3025-0_18,1,0,1,0,1,0,1,1,5,Medium
REC_1516,ANROL: Autonomous Navigation based on ROS and Laser Odometry,Singh A.V.,2023,,10.1109/COMSNETS56262.2023.10041273,1,1,1,0,1,1,1,1,7,High
REC_1517,Ultra-Wideband Implementation of Object Detection Through Multi-UAV Navigation with Particle Swarm Optimization,De Guzman C.J.P.,2024,,10.14716/ijtech.v15i4.5888,1,1,1,1,0,0,1,1,6,High
REC_1518,Visual target tracking and relative navigation for unmanned aerial vehicles in a GPS-denied environment,Kim Y.,2014,,10.5139/IJASS.2014.15.3.258,1,1,1,0,1,1,1,1,7,High
REC_1519,Employing smartphone as on-board navigator in unmanned aerial vehicles: Implementation and experiments,Zhao B.,2015,,10.1108/IR-01-2015-0016,1,0,1,0,1,0,1,1,5,Medium
REC_1520,Automated SLAM–GPR integration for robotic surface–subsurface mapping in GNSS-denied environments,Eldemiry A.,2026,,10.1016/j.autcon.2026.107118,1,1,1,0,0,0,1,1,5,Medium
REC_1521,Vision-based autonomous navigation for quadrotor UAVs in unknown and constrained environments,Hu Z.,2025,,10.1007/s41315-025-00462-2,1,1,1,1,1,0,1,1,7,High
REC_1522,A Real-Time Monocular Vision-Aided Target Detection and Tracking for Micro UAV in GPS Denied Environment,Li Z.,2022,,10.1007/978-981-15-8155-7_255,1,1,0,1,1,0,1,1,6,High
REC_1523,Swarm robotics localization: comparing methods from infrared to foundation models,Imran A.,2026,,10.1007/s11721-025-00256-z,1,1,1,0,1,0,1,1,6,High
REC_1524,"Combining SLAM, GDM, and Anemotaxis for Gas Source Localization in Unknown and GPS-denied Environments",Soegiarto D.,2022,,10.15676/ijeei.2022.14.3.3,1,1,1,1,0,0,1,1,6,High
REC_1525,Drone carrier: An integrated unmanned surface vehicle for autonomous inspection and intervention in GNSS-denied maritime environment,Dong Y.,2026,,10.1016/j.joes.2026.02.002,1,1,1,0,0,1,1,1,6,High
REC_1526,Multimodal Absolute Visual Localization for Unmanned Aerial Vehicles,Liu Z.,2024,,10.1109/TVT.2024.3426538,1,0,1,0,1,0,1,1,5,Medium
REC_1527,Federated Meta Learning for Visual Navigation in GPS-denied Urban Airspace,Yuksek B.,2023,,10.1109/DASC58513.2023.10311195,1,0,1,1,1,0,1,1,6,High
REC_1528,ROS-based multi-sensor integrated localization system for cost-effective and accurate indoor navigation system,Irwansyah A.S.,2025,,10.1007/s41315-024-00350-1,1,1,1,0,1,0,1,1,6,High
REC_1529,Machine vision based perception for vehicle-mounted UAV autonomous landing under GNSS-denied environments,Ma P.,2025,,10.1007/s44443-025-00345-3,1,1,1,0,0,0,1,1,5,Medium
REC_1530,Simulation-Based Assessment of UWB Anchor Auto-Calibration Solvers for GNSS-Denied Emergency Response,Mihaldinec H.,2026,,10.1109/MIPRO70003.2026.11592001,1,1,1,0,0,0,1,1,5,Medium
REC_1531,Indoor Drone Localization and Tracking Based on Acoustic Inertial Measurement,Sun Y.,2024,,10.1109/TMC.2023.3335860,1,1,1,1,1,1,1,1,8,High
REC_1532,Robust Localization in Degenerate Environments using Uncertainty-Aware LiDAR-Inertial Odometry,Young V.,2025,,10.1049/icp.2025.2899,1,1,0,1,1,0,1,1,6,High
REC_1533,Real-Time Autonomous Localization in Multi-Robot Scene,Mao Y.,2023,,10.23919/CCC58697.2023.10240683,1,1,0,0,1,0,1,1,5,Medium
REC_1534,Edge Device-Optimized LiDAR SLAM for Real-Time and Robust Localization in Dynamic Environments,Parimi S.,2025,,10.33012/2025.20450,1,1,1,0,0,0,1,1,5,Medium
REC_1535,CODE: COllaborative Visual-UWB SLAM for Online Large-Scale Metric DEnse Mapping,Chen L.,2025,,10.1109/IROS60139.2025.11247338,1,1,1,0,1,0,1,1,6,High
REC_1536,Autonomous Crack Detection for Mountainous Roads Using UAV Inspection System,Chen X.,2024,,10.3390/s24144751,1,1,1,1,1,0,1,1,7,High
REC_1537,Towards precise positioning and movement of uavs for near-wall tasks in gnss-denied environments,Orjales F.,2021,,10.3390/s21062194,1,1,0,0,1,0,1,1,5,Medium
REC_1538,Vision and UWB-Based Anchor Self-Localisation System for UAV in GPS-Denied Environment,Yang B.,2021,,10.1088/1742-6596/1922/1/012001,1,1,0,0,1,0,1,1,5,Medium
REC_1539,3D mapping for autonomous quadrotor aircraft,Saeedi S.,2017,,10.1142/S2301385017400064,1,1,0,0,0,0,1,1,4,Medium
REC_1540,Framework for Autonomous UAV Navigation and Target Detection in Global-Navigation-Satellite-System-Denied and Visually Degraded Environments,Boiteau S.,2024,,10.3390/rs16030471,1,1,1,0,1,0,1,1,6,High
REC_1541,Visual-Thermal Landmarks and Inertial Fusion for Navigation in Degraded Visual Environments,Khattak S.,2019,,10.1109/AERO.2019.8741787,1,1,0,0,0,0,1,1,4,Medium
REC_1542,An Investigation of GPS-Denied Navigation Using Airborne Radar Telemetry,Lindstrom C.,2020,,10.1109/PLANS46316.2020.9110233,1,1,1,0,0,1,1,1,6,High
REC_1543,Relative visual localization (RVL) for UAV navigation,Couturier A.,2018,,10.1117/12.2304901,1,0,1,0,1,1,1,1,6,High
REC_1544,Pioneer: Positioning of Targets in Featureless Gps Denied Environments,Tsikteris S.,2025,,10.1109/ICC52391.2025.11161322,1,0,1,1,1,0,1,1,6,High
REC_1545,Cascaded transformer-LSTM architecture for urban canyon navigation with factor graph optimization,Zhang H.,2026,,10.1007/s10291-025-02010-8,1,1,1,0,1,1,1,1,7,High
REC_1546,A Review of Indoor Positioning Systems for UAV Localization with Machine Learning Algorithms,Sandamini C.,2023,,10.3390/electronics12071533,1,1,0,0,0,0,1,1,4,Medium
REC_1547,Fisher-Information-Based Cooperative Sensor Node Pre-Selection for UWB-Aided GNSS-Denied UAV Swarm Localization Under Heterogeneous Ranging Noise,Sun Y.,2026,,10.3390/s26165164,1,1,1,0,0,0,1,1,5,Medium
REC_1548,Tethered Multicopter Guidance in GPS-Denied Environments Through Reinforcement Learning,Al-Radaideh A.,2023,,10.2514/6.2023-0507,1,1,1,0,0,0,1,1,5,Medium
